CREDENTIAL,GROUPBY,INSTITUTION,INSTITUTION_NAME,PROGRAM_AREA,PROGRAM_AREA_NAME,PROGRAM_NAME,RESPONDENTS,RESPONSE_RATE,AGE,FEMALE,MALE,Q49A,Q51NA,Q51NB,Q51ND,Q51NE1,Q51NE2,Q51NI,Q51NJ,Q52A,SELF_EMPLOYED,EMPLOY_FULL_TIME,JOB_PROGRAM_RELATED,USEFUL_PERFORM_JOB,IN_LABR_MKT,EMPLOYED,UNEMPLOYED,SALARY_WAGE,FURTH_STUDIES,Q11_7,Q52_6
Diploma,Institution and Program,TRU,Thompson Rivers University,05,Engineering and Applied Sciences,Water & Wastewater Technology,12,0.545454545,31.5,-1,-5,0.833333333,0.666666667,0.833333333,0.833333333,0.75,0.75,0.833333333,0.909090909,0.666666667,0,-9,0.7,0.5,0.916666667,-11,-12,-99,0.5,,
Diploma,Institution and Program,TRU,Thompson Rivers University,05,Engineering and Applied Sciences,Architectural & Engineering Technology,35,0.673076923,23,-1,-5,0.942857143,0.771428571,0.705882353,0.914285714,0.971428571,0.941176471,1,1,0.914285714,-6,-9,0.967741935,0.9375,1,-11,-12,23.5,0.114285714,,
Diploma,Institution and Program,TRU,Thompson Rivers University,07,Human and Social Services,Human Services,24,0.6,29,1,0,1,1,0.956521739,0.958333333,1,1,0.875,0.916666667,1,0,-9,0.95,1,0.916666667,-11,-12,17.75,0.083333333,,
Diploma,Institution and Program,TRU,Thompson Rivers University,07,Human and Social Services,Adventure Guide,18,0.473684211,23,-1,-5,1,0.666666667,0.944444444,0.944444444,1,0.944444444,0.888888889,0.944444444,1,-6,-9,0.875,0.875,1,-11,-12,18,0.055555556,,
Diploma,Institution and Program,TRU,Thompson Rivers University,07,Human and Social Services,Police & Justice Studies,26,0.553191489,21,-1,-5,0.884615385,0.88,0.884615385,0.884615385,0.923076923,0.923076923,0.846153846,0.807692308,0.961538462,0,-9,0.904761905,0.952380952,0.923076923,-11,-12,18.815,0.230769231,,
Diploma,Institution and Program,TRU,Thompson Rivers University,07,Human and Social Services,Early Childhood Education,14,0.5,24.5,1,0,1,1,0.928571429,0.928571429,0.928571429,0.928571429,0.857142857,1,1,0,-9,1,1,0.923076923,-11,-12,16.75,0.5,,
Diploma,Institution and Program,UFV,University of the Fraser Valley,01,Arts and Sciences,Diploma in General Studies,188,0.381338742,26,0.558510638,0.441489362,0.907608696,0.882681564,0.791666667,0.816091954,0.885245902,0.761627907,0.817679558,0.896551724,0.951871658,0.087591241,0.701612903,0.425373134,0.634328358,0.782608696,0.745945946,-3,17.77,0.627027027,,
Diploma,Institution and Program,UFV,University of the Fraser Valley,02,Trades,Diploma in Aviation,10,0.555555556,23,0,1,0.9,1,1,1,0.9,0.7,0.7,1,1,-99,-99,0.875,0.875,0.8,-11,-99,-99,0.5,,
Diploma,Institution and Program,UFV,University of the Fraser Valley,03,Business and Management,Diploma in Business Administration,166,0.356223176,23,0.487951807,0.512048193,0.855421687,0.882716049,0.865030675,0.855421687,0.843373494,0.766871166,0.812121212,0.860606061,0.903614458,-3,0.705882353,0.786324786,0.717948718,0.808641975,0.709090909,0.106870229,16.5,0.652439024,,
Diploma,Institution and Program,UFV,University of the Fraser Valley,04,Health,Practical Nursing Diploma,26,0.787878788,24,-2,-1,0.923076923,0.884615385,0.961538462,0.961538462,0.923076923,0.961538462,0.961538462,0.961538462,0.961538462,0,-9,0.958333333,0.958333333,1,-11,-12,25.69,0.115384615,,
Diploma,Institution and Program,UFV,University of the Fraser Valley,05,Engineering and Applied Sciences,Diploma in Agriculture Technology,37,0.513888889,23,0.594594595,0.405405405,0.864864865,0.727272727,0.742857143,0.891891892,0.891891892,0.8,0.864864865,0.916666667,0.864864865,-6,-9,0.71875,0.71875,0.971428571,-11,-12,16.18,0.486486486,,
Diploma,Institution and Program,UFV,University of the Fraser Valley,06,Education,Diploma in Library & Information Technology,50,0.543478261,35,-2,-1,0.9375,0.829787234,0.595238095,0.872340426,0.875,0.808510638,0.891304348,0.958333333,0.875,0,0.457142857,0.783783784,0.837837838,0.914893617,0.770833333,-12,22,0.32,,
Diploma,Institution and Program,UFV,University of the Fraser Valley,07,Human and Social Services,Diploma in Social Services,75,0.487012987,26,-2,-1,0.972972973,0.876712329,0.866666667,0.893333333,0.906666667,0.878378378,0.932432432,0.92,0.96,-6,0.730769231,0.819672131,0.885245902,0.876712329,0.837837838,-12,18,0.613333333,,
Diploma,Institution and Program,UFV,University of the Fraser Valley,07,Human and Social Services,Diploma in Criminal Justice,10,0.454545455,25.5,-2,-1,0.9,0.9,1,0.8,1,0.777777778,1,0.9,1,-99,-99,0.111111111,0.333333333,0.9,-11,-99,-99,0.7,,
Diploma,Institution and Program,UFV,University of the Fraser Valley,07,Human and Social Services,Diploma in Early Childhood Education,13,0.722222222,26,1,0,1,1,1,1,1,1,0.846153846,1,1,-6,-9,1,1,1,1,0,-99,0.230769231,,
Diploma,Institution and Program,UFV,University of the Fraser Valley,08,Visual and Performing Arts,Diploma in Visual Arts,10,0.555555556,23.5,-2,-1,1,0.875,0.888888889,1,1,1,0.9,0.777777778,1,-99,-99,0.5,1,0.375,-10,-99,-99,0.7,,
Diploma,Institution and Program,UFV,University of the Fraser Valley,08,Visual and Performing Arts,Diploma in Fashion Design,12,0.631578947,22,1,0,1,0.583333333,1,1,1,1,1,0.75,1,-99,-9,0.7,0.7,1,-11,-12,-99,0.333333333,,
Diploma,Institution and Program,UFV,University of the Fraser Valley,08,Visual and Performing Arts,Graphic & Digital Design Diploma,26,0.426229508,22.5,-2,-1,1,0.772727273,0.958333333,0.846153846,1,0.961538462,0.923076923,0.96,1,-6,-9,0.791666667,0.833333333,0.961538462,-11,-12,17,0.038461538,,
Diploma,Institution and Program,SEL,Selkirk College,03,Business and Management,Ski Resort Operations & Management II,33,0.492537313,24,-1,-5,0.939393939,0.806451613,0.878787879,1,0.848484848,0.96969697,0.90625,0.939393939,0.939393939,0,1,0.862068966,0.862068966,0.96875,-11,-12,15.75,0.09375,,
Diploma,Institution and Program,SEL,Selkirk College,04,Health,Nursing II & III,61,0.701149425,26,-2,-1,0.901639344,0.983606557,0.918032787,0.950819672,0.967213115,0.916666667,0.898305085,0.93442623,0.93442623,-6,-8,0.739130435,0.826086957,0.542372881,0.383333333,-12,32.94,0.8,,
Diploma,Institution and Program,SEL,Selkirk College,05,Engineering and Applied Sciences,Forestry Diploma II,38,0.575757576,25,0.447368421,0.552631579,0.973684211,0.921052632,0.918918919,0.973684211,0.973684211,0.918918919,0.972972973,0.973684211,0.973684211,-6,-9,0.892857143,0.925925926,0.945945946,0.736842105,-12,22.52,0.236842105,,
Diploma,Institution and Program,SEL,Selkirk College,05,Engineering and Applied Sciences,"Recreation, Fish & Wildlife II",54,0.72,25,0.611111111,0.388888889,0.981481481,0.980769231,0.826923077,0.981132075,0.981132075,0.903846154,0.923076923,0.962962963,1,-6,-9,0.6,0.558823529,0.826923077,0.660377358,-12,19,0.296296296,,
Diploma,Institution and Program,SEL,Selkirk College,05,Engineering and Applied Sciences,Integrated Environmental Planning II,34,0.641509434,27,0.529411765,0.470588235,0.96969697,0.882352941,0.911764706,0.882352941,0.852941176,0.818181818,0.848484848,0.911764706,0.970588235,0,1,0.555555556,0.666666667,0.78125,0.529411765,-12,19.25,0.323529412,,
Diploma,Institution and Program,SEL,Selkirk College,06,Education,Teaching English to Speakers of Other Languages,15,0.6,35,-1,-5,0.8,0.727272727,0.933333333,0.8,0.692307692,0.666666667,0.692307692,0.846153846,0.933333333,-99,-99,0.5,0.625,0.928571429,-11,-12,-99,0.4,,
Diploma,Institution and Program,SEL,Selkirk College,07,Human and Social Services,Human Services: Child and Youth Care Year II,10,0.625,26,-2,-1,1,1,1,0.9,0.9,0.9,1,1,1,0,-99,0.9,0.888888889,1,1,0,-99,0.222222222,,
Diploma,Institution and Program,SEL,Selkirk College,07,Human and Social Services,Human Services: Social Service Worker Year II,22,0.628571429,32,-2,-1,0.909090909,0.863636364,0.863636364,0.909090909,0.954545455,0.772727273,0.909090909,0.954545455,1,-6,-9,0.785714286,0.857142857,0.714285714,-11,-12,-99,0.454545455,,
Diploma,Institution and Program,SEL,Selkirk College,08,Visual and Performing Arts,Contemporary Music & Technology II - Production,10,0.714285714,21.5,-1,-5,1,0.75,0.8,1,1,1,1,0.9,0.9,-99,-99,0.25,0.285714286,1,-11,-12,-99,0.1,,
Diploma,Institution and Program,SEL,Selkirk College,08,Visual and Performing Arts,Contemporary Music & Technology II - Composition,14,0.7,21,0,1,0.928571429,0.818181818,0.75,0.923076923,0.857142857,1,0.928571429,0.928571429,1,-99,-99,0.125,0.25,0.692307692,-11,-99,-99,0.285714286,,
Diploma,Institution and Program,SEL,Selkirk College,08,Visual and Performing Arts,Contemporary Music & Technology II - Performance,11,0.578947368,22,-2,-1,1,1,1,1,1,1,1,1,1,-99,-99,0.125,0.666666667,0.818181818,-11,-99,-99,0.2,,
Diploma,Institution and Program,TRU,Thompson Rivers University,01,Arts and Sciences,General Studies,26,0.5,33,-2,-1,0.884615385,0.826086957,0.526315789,0.473684211,0.88,0.782608696,1,0.875,0.92,-6,-9,0.65,0.75,0.846153846,-11,-12,26.22,0.769230769,,
Diploma,Institution and Program,TRU,Thompson Rivers University,03,Business and Management,Finance,31,0.58490566,26,-1,-5,0.870967742,0.928571429,0.75,0.838709677,0.903225806,0.9,0.903225806,0.9,0.967741935,-6,1,0.64,0.833333333,1,-11,-12,18.4,0.129032258,,
Diploma,Institution and Program,TRU,Thompson Rivers University,03,Business and Management,Marketing,31,0.534482759,26,-1,-5,0.931034483,0.75,0.862068966,0.935483871,0.689655172,0.774193548,0.896551724,0.785714286,0.870967742,-6,-9,0.75,0.714285714,0.967741935,-11,-12,15.75,0,,
Diploma,Institution and Program,TRU,Thompson Rivers University,03,Business and Management,Accounting,47,0.540229885,27,0.434782609,0.565217391,0.891304348,0.619047619,0.785714286,0.760869565,0.829787234,0.829787234,0.911111111,0.787234043,0.829787234,-6,-9,0.697674419,0.790697674,1,-11,-12,18.34,0.152173913,,
Diploma,Institution and Program,TRU,Thompson Rivers University,03,Business and Management,Business Management,20,0.512820513,34.5,-2,-1,1,1,0.888888889,0.888888889,1,0.894736842,0.9,0.894736842,1,-6,-9,0.789473684,0.947368421,1,-11,-12,21.625,0.5,,
Diploma,Institution and Program,TRU,Thompson Rivers University,03,Business and Management,Commerce & Business,17,0.232876712,24,-1,-5,0.875,0.823529412,0.823529412,0.764705882,0.882352941,0.882352941,0.941176471,0.875,0.941176471,0,1,0.428571429,0.642857143,1,-11,-12,17,0.352941176,,
Diploma,Institution and Program,TRU,Thompson Rivers University,03,Business and Management,International Business,58,0.574257426,27,0.280701754,0.719298246,0.842105263,0.862068966,0.894736842,0.913793103,0.827586207,0.807017544,0.879310345,0.892857143,0.912280702,0,-9,0.625,0.816326531,0.964912281,-11,-12,15,0.086206897,,
Diploma,Institution and Program,TRU,Thompson Rivers University,03,Business and Management,Human Resources Management,54,0.5625,27,0.574074074,0.425925926,0.886792453,0.905660377,0.923076923,0.943396226,0.962962963,0.962264151,0.960784314,0.962962963,0.962264151,0,-9,0.511627907,0.727272727,0.944444444,0.814814815,-12,16,0.12962963,,
Diploma,Institution and Program,TRU,Thompson Rivers University,04,Health,Respiratory Therapy,104,0.556149733,26,0.605769231,0.394230769,0.922330097,0.579545455,0.71875,0.841584158,0.912621359,0.81372549,0.871287129,0.91,0.902912621,-3,-9,0.97,0.96,1,-4,-3,28,0.153846154,,
Diploma,Institution and Program,VCC,Vancouver Community College,03,Business and Management,Hospitality Management,177,0.480978261,24,0.717514124,0.282485876,0.897727273,0.843930636,0.874285714,0.892655367,0.823863636,0.822857143,0.857954545,0.849710983,0.90960452,-3,0.865671642,0.857142857,0.88125,0.960227273,0.90960452,-3,15,0.204545455,,
Diploma,Institution and Program,VCC,Vancouver Community College,04,Health,Dental Hygiene,32,0.581818182,26,-2,-1,0.9375,0.9375,0.90625,0.9375,0.90625,0.84375,0.935483871,1,0.9375,0,-9,1,1,1,1,0,40,0.290322581,,
Diploma,Institution and Program,VCC,Vancouver Community College,04,Health,Occupational/Physical Therapist Assistant,41,0.745454545,27,0.731707317,0.268292683,1,0.947368421,0.948717949,0.95,0.926829268,0.948717949,0.871794872,1,0.975609756,0,-9,1,1,1,-11,-12,24.42,0.146341463,,
Diploma,Institution and Program,VCC,Vancouver Community College,05,Engineering and Applied Sciences,Drafting,18,0.529411765,27,-1,-5,0.888888889,1,1,0.941176471,0.777777778,0.833333333,0.944444444,0.941176471,0.944444444,0,1,0.933333333,0.866666667,1,-11,-12,17.5,0.166666667,,
Diploma,Institution and Program,VCC,Vancouver Community College,06,Education,TESOL Diploma,36,0.631578947,34.5,-2,-1,1,0.965517241,0.971428571,0.972222222,0.939393939,0.9375,0.941176471,0.972222222,1,-6,-9,0.785714286,0.857142857,1,-11,-12,25,0.055555556,,
Diploma,Institution and Program,VCC,Vancouver Community College,06,Education,Instructor Development Training,382,0.60443038,48,0.583769634,0.416230366,0.979057592,0.884831461,0.883152174,0.931216931,0.96031746,0.896174863,0.943243243,0.859550562,0.986910995,0.086206897,0.842592593,0.872521246,0.934659091,0.970822281,0.933862434,0.035519126,38,0.330708661,,
Diploma,Institution and Program,VCC,Vancouver Community College,08,Visual and Performing Arts,Fashion Arts Diploma,13,0.481481481,27,1,0,1,0.8,0.727272727,0.769230769,0.769230769,0.769230769,0.846153846,0.833333333,1,-6,-99,0.833333333,0.909090909,0.923076923,-11,0,-99,0.230769231,,
Diploma,Institution and Program,VCC,Vancouver Community College,08,Visual and Performing Arts,Jewellery Art & Design,29,0.630434783,30,-2,-1,0.689655172,0.6875,0.526315789,0.703703704,0.785714286,0.714285714,0.892857143,0.814814815,0.793103448,-6,-9,0.6,0.64,0.931034483,-11,-12,16,0.275862069,,
Diploma,Institution and Program,VCC,Vancouver Community College,08,Visual and Performing Arts,Music-Jazz & Contemporary Instrumental,12,0.461538462,23,-1,-5,0.916666667,1,1,1,0.916666667,0.909090909,1,1,0.916666667,-6,-99,0.7,0.7,0.916666667,-11,-12,-99,0.666666667,,
Diploma,Institution and Program,VIU,Vancouver Island University,03,Business and Management,Hospitality Management Diploma,16,0.32,24.5,-2,-1,0.875,0.6875,0.866666667,0.875,0.75,0.5,0.75,0.8,0.8125,0,-9,0.714285714,0.785714286,0.9375,-11,-12,17.575,0.333333333,,
Diploma,Institution and Program,VIU,Vancouver Island University,04,Health,Dental Hygiene,22,0.578947368,24.5,-2,-1,0.909090909,0.857142857,0.909090909,0.909090909,0.954545455,0.954545455,0.909090909,1,1,0,-9,1,1,0.954545455,-11,-12,39,0.181818182,,
Diploma,Institution and Program,VIU,Vancouver Island University,04,Health,Practical Nursing Diploma,34,0.306306306,26,-2,-1,0.882352941,0.818181818,0.794117647,0.911764706,0.970588235,0.794117647,0.848484848,0.852941176,0.852941176,-6,-9,0.96875,0.909090909,1,-11,-12,27,0.294117647,,
Diploma,Institution and Program,VIU,Vancouver Island University,05,Engineering and Applied Sciences,Forestry Technology,39,0.557142857,27,0.384615385,0.615384615,0.973684211,0.941176471,0.891891892,1,0.974358974,0.794871795,0.923076923,0.974358974,1,0,-9,0.888888889,0.925925926,0.769230769,0.692307692,-12,21.79,0.358974359,,
Diploma,Institution and Program,VIU,Vancouver Island University,05,Engineering and Applied Sciences,Aquaculture & Fisheries Technology,20,0.689655172,24.5,-1,-5,1,0.9,0.85,0.9,1,0.9,0.8,1,0.95,0,1,0.823529412,0.882352941,0.9,-11,-12,17.915,0.3,,
Diploma,Institution and Program,VIU,Vancouver Island University,05,Engineering and Applied Sciences,Information Technology and Systems,24,0.615384615,24,-1,-5,1,0.761904762,0.947368421,0.913043478,0.956521739,1,0.913043478,1,1,-6,1,0.894736842,0.947368421,0.913043478,-11,-12,20,0.173913043,,
Diploma,Institution and Program,VIU,Vancouver Island University,05,Engineering and Applied Sciences,Resource Management Officer Technology Diploma,13,0.65,26,-1,-5,1,0.846153846,1,0.846153846,0.846153846,1,1,1,1,0,-9,0.818181818,1,0.923076923,-11,-12,-99,0.230769231,,
Diploma,Institution and Program,VIU,Vancouver Island University,07,Human and Social Services,Social Service Worker,30,0.625,32.5,-2,-1,1,0.966666667,0.933333333,0.965517241,0.866666667,1,0.866666667,1,1,-6,0.523809524,0.869565217,0.956521739,0.857142857,-11,-12,19,0.533333333,,
Diploma,Institution and Program,VIU,Vancouver Island University,07,Human and Social Services,Early Childhood Education Diploma,17,0.395348837,25,1,0,0.941176471,0.75,0.941176471,0.941176471,1,0.9375,1,0.875,1,0,1,1,1,0.882352941,-11,0,16.625,0,,
Diploma,Institution and Program,VIU,Vancouver Island University,08,Visual and Performing Arts,Fine Arts Diploma,23,0.696969697,23,-2,-1,1,0.789473684,0.952380952,0.954545455,0.863636364,0.863636364,1,1,1,-6,-9,0.631578947,0.684210526,0.863636364,-11,0,13.65,0.304347826,,
Diploma,Institution and Program,BCIT,British Columbia Institute of Technology,01,Arts and Sciences,Radio Arts and Entertainment,77,0.631147541,23,0.480519481,0.519480519,0.763157895,0.828947368,0.935064935,0.87012987,0.756756757,0.631578947,0.828947368,0.722222222,0.675324675,-6,-9,0.590909091,0.686567164,0.947368421,-11,-12,15.16,0.157894737,,
Diploma,Institution and Program,BCIT,British Columbia Institute of Technology,01,Arts and Sciences,Television & Video Production,40,0.588235294,22.5,0.275,0.725,0.871794872,0.692307692,0.783783784,0.925,0.743589744,0.717948718,0.769230769,0.710526316,0.85,0.305555556,-9,0.885714286,0.888888889,1,-11,-12,18,0.1,,
Diploma,Institution and Program,BCIT,British Columbia Institute of Technology,01,Arts and Sciences,Digital Design and Development,88,0.611111111,24,0.431818182,0.568181818,0.862068966,0.860465116,0.875,0.920454545,0.793103448,0.88372093,0.852272727,0.827586207,0.909090909,-6,-9,0.848484848,0.893939394,0.894117647,0.776470588,0.131578947,18.25,0.24137931,,
Diploma,Institution and Program,BCIT,British Columbia Institute of Technology,01,Arts and Sciences,Graphic Communications Technology Management,27,0.6,24,0.592592593,0.407407407,0.814814815,0.846153846,0.769230769,0.888888889,0.884615385,0.807692308,0.851851852,0.851851852,0.777777778,-6,-9,0.958333333,0.958333333,1,-11,-12,18,0.222222222,,
Diploma,Institution and Program,BCIT,British Columbia Institute of Technology,01,Arts and Sciences,Broadcast & Media Communications (Television Option),18,0.486486486,22,-1,-5,0.833333333,0.866666667,0.733333333,0.888888889,0.833333333,0.833333333,0.833333333,0.733333333,0.888888889,-6,-9,0.733333333,0.75,1,-11,-12,19.625,0.055555556,,
Diploma,Institution and Program,BCIT,British Columbia Institute of Technology,01,Arts and Sciences,Broadcast and Media Communications (Broadcast & Online Journalism Option),57,0.5,25,0.578947368,0.421052632,0.929824561,0.929824561,0.947368421,0.842105263,0.773584906,0.727272727,0.851851852,0.888888889,0.877192982,-6,-9,0.803921569,0.86,0.964912281,-11,-12,20,0.070175439,,
